,Date,Origin Country Code,State of Entry,Total Arrivals,Male Arrivals,Female Arrivals,Nationality
33453,8/1/2021,NLD,Sabah,0,0,0,Netherlands
33454,8/1/2021,NLD,Sarawak,0,0,0,Netherlands
33455,8/1/2021,NLD,Selangor,91,61,30,Netherlands
33456,8/1/2021,NLD,Terengganu,0,0,0,Netherlands
33457,8/1/2021,NLD,W.P. Labuan,0,0,0,Netherlands
33458,8/1/2021,NOR,Johor,0,0,0,Norway
33459,8/1/2021,NOR,Kedah,0,0,0,Norway
33460,8/1/2021,NOR,Kelantan,0,0,0,Norway
33461,8/1/2021,NOR,Melaka,0,0,0,Norway
33462,8/1/2021,NOR,Pahang,0,0,0,Norway
33463,8/1/2021,NOR,Perak,0,0,0,Norway
33464,8/1/2021,NOR,Perlis,0,0,0,Norway
33465,8/1/2021,NOR,Pulau Pinang,0,0,0,Norway
33466,8/1/2021,NOR,Sabah,0,0,0,Norway
33467,8/1/2021,NOR,Sarawak,1,1,0,Norway
33468,8/1/2021,NOR,Selangor,23,19,4,Norway
33469,8/1/2021,NOR,W.P. Labuan,0,0,0,Norway
33470,8/1/2021,NPL,Johor,0,0,0,Nepal
33471,8/1/2021,NPL,Kedah,0,0,0,Nepal
33472,8/1/2021,NPL,Pahang,0,0,0,Nepal
33473,8/1/2021,NPL,Perak,0,0,0,Nepal
33474,8/1/2021,NPL,Perlis,0,0,0,Nepal
33475,8/1/2021,NPL,Pulau Pinang,0,0,0,Nepal
33476,8/1/2021,NPL,Sabah,0,0,0,Nepal
33477,8/1/2021,NPL,Sarawak,0,0,0,Nepal
33478,8/1/2021,NPL,Selangor,0,0,0,Nepal
33479,8/1/2021,NPL,W.P. Labuan,0,0,0,Nepal
33480,8/1/2021,NRU,Johor,0,0,0,Nauru
33481,8/1/2021,NRU,Pulau Pinang,0,0,0,Nauru
33482,8/1/2021,NRU,Selangor,0,0,0,Nauru
33483,8/1/2021,NZL,Johor,0,0,0,New Zealand
33484,8/1/2021,NZL,Kedah,0,0,0,New Zealand
33485,8/1/2021,NZL,Kelantan,0,0,0,New Zealand
33486,8/1/2021,NZL,Melaka,0,0,0,New Zealand
33487,8/1/2021,NZL,Negeri Sembilan,0,0,0,New Zealand
33488,8/1/2021,NZL,Pahang,0,0,0,New Zealand
33489,8/1/2021,NZL,Perak,0,0,0,New Zealand
33490,8/1/2021,NZL,Perlis,0,0,0,New Zealand
33491,8/1/2021,NZL,Pulau Pinang,0,0,0,New Zealand
33492,8/1/2021,NZL,Sabah,0,0,0,New Zealand
33493,8/1/2021,NZL,Sarawak,0,0,0,New Zealand
33494,8/1/2021,NZL,Selangor,21,10,11,New Zealand
33495,8/1/2021,NZL,Terengganu,0,0,0,New Zealand
33496,8/1/2021,NZL,W.P. Labuan,0,0,0,New Zealand
33497,8/1/2021,OMN,Johor,0,0,0,Oman
33498,8/1/2021,OMN,Kedah,0,0,0,Oman
33499,8/1/2021,OMN,Kelantan,0,0,0,Oman
33500,8/1/2021,OMN,Melaka,0,0,0,Oman
33501,8/1/2021,OMN,Perak,0,0,0,Oman
33502,8/1/2021,OMN,Perlis,0,0,0,Oman
33503,8/1/2021,OMN,Pulau Pinang,0,0,0,Oman
33504,8/1/2021,OMN,Sabah,0,0,0,Oman
33505,8/1/2021,OMN,Sarawak,0,0,0,Oman
33506,8/1/2021,OMN,Selangor,18,15,3,Oman
33507,8/1/2021,PAK,Johor,2,2,0,Pakistan
33508,8/1/2021,PAK,Kedah,0,0,0,Pakistan
33509,8/1/2021,PAK,Kelantan,0,0,0,Pakistan
33510,8/1/2021,PAK,Melaka,0,0,0,Pakistan
33511,8/1/2021,PAK,Negeri Sembilan,0,0,0,Pakistan
33512,8/1/2021,PAK,Pahang,0,0,0,Pakistan
33513,8/1/2021,PAK,Perak,0,0,0,Pakistan
33514,8/1/2021,PAK,Perlis,0,0,0,Pakistan
33515,8/1/2021,PAK,Pulau Pinang,0,0,0,Pakistan
33516,8/1/2021,PAK,Sabah,0,0,0,Pakistan
33517,8/1/2021,PAK,Sarawak,0,0,0,Pakistan
33518,8/1/2021,PAK,Selangor,29,22,7,Pakistan
33519,8/1/2021,PAK,W.P. Labuan,0,0,0,Pakistan
33520,8/1/2021,PAN,Johor,0,0,0,Panama
33521,8/1/2021,PAN,Kedah,0,0,0,Panama
33522,8/1/2021,PAN,Perak,0,0,0,Panama
33523,8/1/2021,PAN,Perlis,0,0,0,Panama
33524,8/1/2021,PAN,Pulau Pinang,0,0,0,Panama
33525,8/1/2021,PAN,Sabah,0,0,0,Panama
33526,8/1/2021,PAN,Sarawak,0,0,0,Panama
33527,8/1/2021,PAN,Selangor,2,1,1,Panama
33528,8/1/2021,PER,Johor,0,0,0,Peru
33529,8/1/2021,PER,Kedah,0,0,0,Peru
33530,8/1/2021,PER,Kelantan,0,0,0,Peru
33531,8/1/2021,PER,Pahang,0,0,0,Peru
33532,8/1/2021,PER,Perak,0,0,0,Peru
33533,8/1/2021,PER,Perlis,0,0,0,Peru
33534,8/1/2021,PER,Pulau Pinang,0,0,0,Peru
33535,8/1/2021,PER,Sabah,0,0,0,Peru
33536,8/1/2021,PER,Sarawak,0,0,0,Peru
33537,8/1/2021,PER,Selangor,4,2,2,Peru
33538,8/1/2021,PER,W.P. Labuan,0,0,0,Peru
33539,8/1/2021,PHL,Johor,2,1,1,Philippines
33540,8/1/2021,PHL,Kedah,0,0,0,Philippines
33541,8/1/2021,PHL,Kelantan,0,0,0,Philippines
33542,8/1/2021,PHL,Melaka,0,0,0,Philippines
33543,8/1/2021,PHL,Negeri Sembilan,0,0,0,Philippines
33544,8/1/2021,PHL,Pahang,0,0,0,Philippines
33545,8/1/2021,PHL,Perak,0,0,0,Philippines
33546,8/1/2021,PHL,Perlis,0,0,0,Philippines
33547,8/1/2021,PHL,Pulau Pinang,6,2,4,Philippines
33548,8/1/2021,PHL,Sabah,1,1,0,Philippines
33549,8/1/2021,PHL,Sarawak,40,37,3,Philippines
33550,8/1/2021,PHL,Selangor,361,290,71,Philippines
33551,8/1/2021,PHL,Terengganu,0,0,0,Philippines
33552,8/1/2021,PHL,W.P. Labuan,7,7,0,Philippines
33553,8/1/2021,PLW,Johor,0,0,0,Palau
33554,8/1/2021,PLW,Pulau Pinang,0,0,0,Palau
33555,8/1/2021,PLW,Selangor,0,0,0,Palau
33556,8/1/2021,PNG,Johor,0,0,0,Papua New Guinea
33557,8/1/2021,PNG,Kedah,0,0,0,Papua New Guinea
33558,8/1/2021,PNG,Kelantan,0,0,0,Papua New Guinea
33559,8/1/2021,PNG,Perak,0,0,0,Papua New Guinea
33560,8/1/2021,PNG,Pulau Pinang,0,0,0,Papua New Guinea
33561,8/1/2021,PNG,Sabah,0,0,0,Papua New Guinea
33562,8/1/2021,PNG,Sarawak,0,0,0,Papua New Guinea
33563,8/1/2021,PNG,Selangor,0,0,0,Papua New Guinea
33564,8/1/2021,POL,Johor,0,0,0,Poland
33565,8/1/2021,POL,Kedah,0,0,0,Poland
33566,8/1/2021,POL,Kelantan,0,0,0,Poland
33567,8/1/2021,POL,Melaka,0,0,0,Poland
33568,8/1/2021,POL,Negeri Sembilan,0,0,0,Poland
33569,8/1/2021,POL,Pahang,0,0,0,Poland
33570,8/1/2021,POL,Perak,0,0,0,Poland
33571,8/1/2021,POL,Perlis,0,0,0,Poland
33572,8/1/2021,POL,Pulau Pinang,0,0,0,Poland
33573,8/1/2021,POL,Sabah,0,0,0,Poland
33574,8/1/2021,POL,Sarawak,0,0,0,Poland
33575,8/1/2021,POL,Selangor,37,32,5,Poland
33576,8/1/2021,POL,Terengganu,0,0,0,Poland
33577,8/1/2021,POL,W.P. Labuan,0,0,0,Poland
33578,8/1/2021,PRK,Selangor,0,0,0,"Korea, Democratic People's Republic of"
33579,8/1/2021,PRT,Johor,0,0,0,Portugal
33580,8/1/2021,PRT,Kedah,0,0,0,Portugal
33581,8/1/2021,PRT,Kelantan,0,0,0,Portugal
33582,8/1/2021,PRT,Melaka,0,0,0,Portugal
33583,8/1/2021,PRT,Pahang,0,0,0,Portugal
33584,8/1/2021,PRT,Perak,0,0,0,Portugal
33585,8/1/2021,PRT,Perlis,0,0,0,Portugal
33586,8/1/2021,PRT,Pulau Pinang,0,0,0,Portugal
33587,8/1/2021,PRT,Sabah,0,0,0,Portugal
33588,8/1/2021,PRT,Sarawak,0,0,0,Portugal
33589,8/1/2021,PRT,Selangor,18,5,13,Portugal
33590,8/1/2021,PRT,W.P. Labuan,0,0,0,Portugal
33591,8/1/2021,PRY,Johor,0,0,0,Paraguay
33592,8/1/2021,PRY,Kedah,0,0,0,Paraguay
33593,8/1/2021,PRY,Perak,0,0,0,Paraguay
33594,8/1/2021,PRY,Perlis,0,0,0,Paraguay
33595,8/1/2021,PRY,Pulau Pinang,0,0,0,Paraguay
33596,8/1/2021,PRY,Sabah,0,0,0,Paraguay
33597,8/1/2021,PRY,Sarawak,0,0,0,Paraguay
33598,8/1/2021,PRY,Selangor,0,0,0,Paraguay
33599,8/1/2021,PSE,Johor,0,0,0,"Palestinian Territory, Occupied"
33600,8/1/2021,PSE,Kedah,0,0,0,"Palestinian Territory, Occupied"
33601,8/1/2021,PSE,Kelantan,0,0,0,"Palestinian Territory, Occupied"
33602,8/1/2021,PSE,Melaka,0,0,0,"Palestinian Territory, Occupied"
33603,8/1/2021,PSE,Perak,0,0,0,"Palestinian Territory, Occupied"
33604,8/1/2021,PSE,Perlis,0,0,0,"Palestinian Territory, Occupied"
33605,8/1/2021,PSE,Pulau Pinang,0,0,0,"Palestinian Territory, Occupied"
33606,8/1/2021,PSE,Sabah,0,0,0,"Palestinian Territory, Occupied"
33607,8/1/2021,PSE,Sarawak,0,0,0,"Palestinian Territory, Occupied"
33608,8/1/2021,PSE,Selangor,14,9,5,"Palestinian Territory, Occupied"
33609,8/1/2021,QAT,Johor,0,0,0,Qatar
33610,8/1/2021,QAT,Kedah,0,0,0,Qatar
33611,8/1/2021,QAT,Perlis,0,0,0,Qatar
33612,8/1/2021,QAT,Pulau Pinang,0,0,0,Qatar
33613,8/1/2021,QAT,Sabah,0,0,0,Qatar
33614,8/1/2021,QAT,Sarawak,0,0,0,Qatar
33615,8/1/2021,QAT,Selangor,19,12,7,Qatar
33616,8/1/2021,REU,Johor,0,0,0,Reunion
33617,8/1/2021,REU,Sarawak,0,0,0,Reunion
33618,8/1/2021,ROU,Johor,0,0,0,Romania
33619,8/1/2021,ROU,Kedah,0,0,0,Romania
33620,8/1/2021,ROU,Kelantan,0,0,0,Romania
33621,8/1/2021,ROU,Negeri Sembilan,0,0,0,Romania
33622,8/1/2021,ROU,Pahang,0,0,0,Romania
33623,8/1/2021,ROU,Perak,0,0,0,Romania
33624,8/1/2021,ROU,Perlis,0,0,0,Romania
33625,8/1/2021,ROU,Pulau Pinang,0,0,0,Romania
33626,8/1/2021,ROU,Sabah,0,0,0,Romania
33627,8/1/2021,ROU,Sarawak,1,1,0,Romania
33628,8/1/2021,ROU,Selangor,25,19,6,Romania
33629,8/1/2021,ROU,W.P. Labuan,0,0,0,Romania
33630,8/1/2021,RUS,Johor,6,6,0,Russia
33631,8/1/2021,RUS,Kedah,0,0,0,Russia
33632,8/1/2021,RUS,Kelantan,0,0,0,Russia
33633,8/1/2021,RUS,Melaka,0,0,0,Russia
33634,8/1/2021,RUS,Negeri Sembilan,0,0,0,Russia
33635,8/1/2021,RUS,Pahang,0,0,0,Russia
33636,8/1/2021,RUS,Perak,0,0,0,Russia
33637,8/1/2021,RUS,Perlis,0,0,0,Russia
33638,8/1/2021,RUS,Pulau Pinang,0,0,0,Russia
33639,8/1/2021,RUS,Sabah,0,0,0,Russia
33640,8/1/2021,RUS,Sarawak,0,0,0,Russia
33641,8/1/2021,RUS,Selangor,85,63,22,Russia
33642,8/1/2021,RUS,W.P. Labuan,0,0,0,Russia
33643,8/1/2021,RWA,Johor,0,0,0,Rwanda
33644,8/1/2021,RWA,Kedah,0,0,0,Rwanda
33645,8/1/2021,RWA,Pulau Pinang,0,0,0,Rwanda
33646,8/1/2021,RWA,Selangor,2,1,1,Rwanda
33647,8/1/2021,SAU,Johor,0,0,0,Saudi Arabia
33648,8/1/2021,SAU,Kedah,0,0,0,Saudi Arabia
33649,8/1/2021,SAU,Kelantan,0,0,0,Saudi Arabia
33650,8/1/2021,SAU,Melaka,0,0,0,Saudi Arabia
33651,8/1/2021,SAU,Perak,0,0,0,Saudi Arabia
33652,8/1/2021,SAU,Perlis,0,0,0,Saudi Arabia
33653,8/1/2021,SAU,Pulau Pinang,0,0,0,Saudi Arabia
33654,8/1/2021,SAU,Sabah,0,0,0,Saudi Arabia
33655,8/1/2021,SAU,Sarawak,0,0,0,Saudi Arabia
33656,8/1/2021,SAU,Selangor,123,75,48,Saudi Arabia
33657,8/1/2021,SAU,W.P. Labuan,0,0,0,Saudi Arabia
33658,8/1/2021,SDN,Johor,0,0,0,Sudan
33659,8/1/2021,SDN,Kedah,0,0,0,Sudan
33660,8/1/2021,SDN,Kelantan,0,0,0,Sudan
33661,8/1/2021,SDN,Perlis,0,0,0,Sudan
33662,8/1/2021,SDN,Pulau Pinang,0,0,0,Sudan
33663,8/1/2021,SDN,Sabah,0,0,0,Sudan
33664,8/1/2021,SDN,Sarawak,0,0,0,Sudan
33665,8/1/2021,SDN,Selangor,33,22,11,Sudan
33666,8/1/2021,SDN,W.P. Labuan,0,0,0,Sudan
33667,8/1/2021,SEN,Johor,0,0,0,Senegal
33668,8/1/2021,SEN,Kedah,0,0,0,Senegal
33669,8/1/2021,SEN,Kelantan,0,0,0,Senegal
33670,8/1/2021,SEN,Perak,0,0,0,Senegal
33671,8/1/2021,SEN,Perlis,0,0,0,Senegal
33672,8/1/2021,SEN,Pulau Pinang,0,0,0,Senegal
33673,8/1/2021,SEN,Sabah,0,0,0,Senegal
33674,8/1/2021,SEN,Sarawak,0,0,0,Senegal
33675,8/1/2021,SEN,Selangor,15,11,4,Senegal
33676,8/1/2021,SGP,Johor,81,63,18,Singapore
33677,8/1/2021,SGP,Kedah,3,3,0,Singapore
33678,8/1/2021,SGP,Kelantan,0,0,0,Singapore
33679,8/1/2021,SGP,Melaka,0,0,0,Singapore
33680,8/1/2021,SGP,Negeri Sembilan,0,0,0,Singapore
33681,8/1/2021,SGP,Pahang,0,0,0,Singapore
33682,8/1/2021,SGP,Perak,1,0,1,Singapore
33683,8/1/2021,SGP,Perlis,0,0,0,Singapore
33684,8/1/2021,SGP,Pulau Pinang,12,6,6,Singapore
33685,8/1/2021,SGP,Sabah,0,0,0,Singapore
33686,8/1/2021,SGP,Sarawak,4,4,0,Singapore
33687,8/1/2021,SGP,Selangor,107,75,32,Singapore
33688,8/1/2021,SGP,Terengganu,0,0,0,Singapore
33689,8/1/2021,SGP,W.P. Labuan,0,0,0,Singapore
33690,8/1/2021,SGS,Johor,0,0,0,South Georgia and the South Sandwich Islands
33691,8/1/2021,SGS,Sabah,0,0,0,South Georgia and the South Sandwich Islands
33692,8/1/2021,SGS,Selangor,0,0,0,South Georgia and the South Sandwich Islands
33693,8/1/2021,SHN,Sarawak,0,0,0,"Saint Helena, Ascension and Tristan da Cunha"
33694,8/1/2021,SLB,Johor,0,0,0,Solomon Islands
33695,8/1/2021,SLB,Perlis,0,0,0,Solomon Islands
33696,8/1/2021,SLB,Pulau Pinang,0,0,0,Solomon Islands
33697,8/1/2021,SLB,Sabah,0,0,0,Solomon Islands
33698,8/1/2021,SLB,Sarawak,0,0,0,Solomon Islands
33699,8/1/2021,SLB,Selangor,0,0,0,Solomon Islands
33700,8/1/2021,SLB,W.P. Labuan,0,0,0,Solomon Islands
33701,8/1/2021,SLE,Johor,0,0,0,Sierra Leone
33702,8/1/2021,SLE,Kedah,0,0,0,Sierra Leone
33703,8/1/2021,SLE,Perak,0,0,0,Sierra Leone
33704,8/1/2021,SLE,Pulau Pinang,0,0,0,Sierra Leone
33705,8/1/2021,SLE,Sabah,0,0,0,Sierra Leone
33706,8/1/2021,SLE,Selangor,0,0,0,Sierra Leone
33707,8/1/2021,SLV,Johor,0,0,0,El Salvador
33708,8/1/2021,SLV,Kedah,0,0,0,El Salvador
33709,8/1/2021,SLV,Perak,0,0,0,El Salvador
33710,8/1/2021,SLV,Perlis,0,0,0,El Salvador
33711,8/1/2021,SLV,Pulau Pinang,0,0,0,El Salvador
33712,8/1/2021,SLV,Sabah,0,0,0,El Salvador
33713,8/1/2021,SLV,Selangor,0,0,0,El Salvador
33714,8/1/2021,SLV,W.P. Labuan,0,0,0,El Salvador
33715,8/1/2021,SMR,Johor,0,0,0,San Marino
33716,8/1/2021,SMR,Selangor,0,0,0,San Marino
33717,8/1/2021,SOM,Johor,0,0,0,Somalia
33718,8/1/2021,SOM,Kedah,0,0,0,Somalia
33719,8/1/2021,SOM,Kelantan,0,0,0,Somalia
33720,8/1/2021,SOM,Perlis,0,0,0,Somalia
33721,8/1/2021,SOM,Sabah,0,0,0,Somalia
33722,8/1/2021,SOM,Sarawak,0,0,0,Somalia
33723,8/1/2021,SOM,Selangor,19,9,10,Somalia
33724,8/1/2021,SRB,Johor,0,0,0,Serbia
33725,8/1/2021,SRB,Kedah,0,0,0,Serbia
33726,8/1/2021,SRB,Kelantan,0,0,0,Serbia
33727,8/1/2021,SRB,Pahang,0,0,0,Serbia
33728,8/1/2021,SRB,Perak,0,0,0,Serbia
33729,8/1/2021,SRB,Perlis,0,0,0,Serbia
33730,8/1/2021,SRB,Pulau Pinang,0,0,0,Serbia
33731,8/1/2021,SRB,Sabah,0,0,0,Serbia
33732,8/1/2021,SRB,Sarawak,0,0,0,Serbia
33733,8/1/2021,SRB,Selangor,6,3,3,Serbia
33734,8/1/2021,STP,Selangor,0,0,0,Sao Tome and Principe
33735,8/1/2021,SUR,Johor,0,0,0,Suriname
33736,8/1/2021,SUR,Kedah,0,0,0,Suriname
33737,8/1/2021,SUR,Kelantan,0,0,0,Suriname
33738,8/1/2021,SUR,Perak,0,0,0,Suriname
33739,8/1/2021,SUR,Perlis,0,0,0,Suriname
33740,8/1/2021,SUR,Pulau Pinang,0,0,0,Suriname
33741,8/1/2021,SUR,Sabah,0,0,0,Suriname
33742,8/1/2021,SUR,Sarawak,0,0,0,Suriname
33743,8/1/2021,SUR,Selangor,0,0,0,Suriname
33744,8/1/2021,SVK,Johor,0,0,0,Slovakia
33745,8/1/2021,SVK,Kedah,0,0,0,Slovakia
33746,8/1/2021,SVK,Kelantan,0,0,0,Slovakia
33747,8/1/2021,SVK,Negeri Sembilan,0,0,0,Slovakia
33748,8/1/2021,SVK,Pahang,0,0,0,Slovakia
33749,8/1/2021,SVK,Perak,0,0,0,Slovakia
33750,8/1/2021,SVK,Perlis,0,0,0,Slovakia
33751,8/1/2021,SVK,Pulau Pinang,0,0,0,Slovakia
33752,8/1/2021,SVK,Sabah,0,0,0,Slovakia
33753,8/1/2021,SVK,Sarawak,0,0,0,Slovakia
33754,8/1/2021,SVK,Selangor,11,6,5,Slovakia
33755,8/1/2021,SVK,W.P. Labuan,0,0,0,Slovakia
33756,8/1/2021,SVN,Johor,0,0,0,Slovenia
33757,8/1/2021,SVN,Kedah,0,0,0,Slovenia
33758,8/1/2021,SVN,Kelantan,0,0,0,Slovenia
33759,8/1/2021,SVN,Perak,0,0,0,Slovenia
33760,8/1/2021,SVN,Perlis,0,0,0,Slovenia
33761,8/1/2021,SVN,Pulau Pinang,0,0,0,Slovenia
33762,8/1/2021,SVN,Sabah,0,0,0,Slovenia
33763,8/1/2021,SVN,Sarawak,0,0,0,Slovenia
33764,8/1/2021,SVN,Selangor,2,1,1,Slovenia
33765,8/1/2021,SVN,W.P. Labuan,0,0,0,Slovenia
33766,8/1/2021,SWE,Johor,0,0,0,Sweden
33767,8/1/2021,SWE,Kedah,0,0,0,Sweden
33768,8/1/2021,SWE,Kelantan,0,0,0,Sweden
33769,8/1/2021,SWE,Melaka,0,0,0,Sweden
33770,8/1/2021,SWE,Negeri Sembilan,0,0,0,Sweden
33771,8/1/2021,SWE,Pahang,0,0,0,Sweden
33772,8/1/2021,SWE,Perak,0,0,0,Sweden
33773,8/1/2021,SWE,Perlis,0,0,0,Sweden
33774,8/1/2021,SWE,Pulau Pinang,0,0,0,Sweden
33775,8/1/2021,SWE,Sabah,0,0,0,Sweden
33776,8/1/2021,SWE,Sarawak,0,0,0,Sweden
33777,8/1/2021,SWE,Selangor,35,26,9,Sweden
33778,8/1/2021,SWE,W.P. Labuan,0,0,0,Sweden
33779,8/1/2021,SWZ,Johor,0,0,0,Swaziland
33780,8/1/2021,SWZ,Kedah,0,0,0,Swaziland
33781,8/1/2021,SWZ,Pulau Pinang,0,0,0,Swaziland
33782,8/1/2021,SWZ,Sabah,0,0,0,Swaziland
33783,8/1/2021,SWZ,Selangor,0,0,0,Swaziland
33784,8/1/2021,SYC,Johor,0,0,0,Seychelles
33785,8/1/2021,SYC,Kedah,0,0,0,Seychelles
33786,8/1/2021,SYC,Pulau Pinang,0,0,0,Seychelles
33787,8/1/2021,SYC,Sabah,0,0,0,Seychelles
33788,8/1/2021,SYC,Sarawak,0,0,0,Seychelles
33789,8/1/2021,SYC,Selangor,4,3,1,Seychelles
33790,8/1/2021,SYR,Johor,0,0,0,Syrian Arab Republic
33791,8/1/2021,SYR,Kedah,0,0,0,Syrian Arab Republic
33792,8/1/2021,SYR,Kelantan,0,0,0,Syrian Arab Republic
33793,8/1/2021,SYR,Pahang,0,0,0,Syrian Arab Republic
33794,8/1/2021,SYR,Perlis,0,0,0,Syrian Arab Republic
33795,8/1/2021,SYR,Pulau Pinang,0,0,0,Syrian Arab Republic
33796,8/1/2021,SYR,Sabah,0,0,0,Syrian Arab Republic
33797,8/1/2021,SYR,Sarawak,0,0,0,Syrian Arab Republic
33798,8/1/2021,SYR,Selangor,22,15,7,Syrian Arab Republic
33799,8/1/2021,SYR,W.P. Labuan,0,0,0,Syrian Arab Republic
33800,8/1/2021,TCA,Perlis,0,0,0,Turks and Caicos
33801,8/1/2021,TCD,Johor,0,0,0,Chad
33802,8/1/2021,TCD,Kedah,0,0,0,Chad
33803,8/1/2021,TCD,Perlis,0,0,0,Chad
33804,8/1/2021,TCD,Selangor,2,1,1,Chad
33805,8/1/2021,TGO,Johor,0,0,0,Togo
33806,8/1/2021,TGO,Perak,0,0,0,Togo
33807,8/1/2021,TGO,Pulau Pinang,0,0,0,Togo
33808,8/1/2021,TGO,Selangor,0,0,0,Togo
33809,8/1/2021,THA,Johor,12,12,0,Thailand
33810,8/1/2021,THA,Kedah,16335,16295,40,Thailand
33811,8/1/2021,THA,Kelantan,0,0,0,Thailand
33812,8/1/2021,THA,Melaka,0,0,0,Thailand
33813,8/1/2021,THA,Negeri Sembilan,0,0,0,Thailand
33814,8/1/2021,THA,Pahang,0,0,0,Thailand
33815,8/1/2021,THA,Perak,0,0,0,Thailand
33816,8/1/2021,THA,Perlis,7375,7314,61,Thailand
33817,8/1/2021,THA,Pulau Pinang,126,124,2,Thailand
33818,8/1/2021,THA,Sabah,0,0,0,Thailand
33819,8/1/2021,THA,Sarawak,10,9,1,Thailand
33820,8/1/2021,THA,Selangor,196,144,52,Thailand
33821,8/1/2021,THA,Terengganu,0,0,0,Thailand
33822,8/1/2021,THA,W.P. Labuan,0,0,0,Thailand
33823,8/1/2021,TJK,Johor,0,0,0,Tajikistan
33824,8/1/2021,TJK,Kedah,0,0,0,Tajikistan
33825,8/1/2021,TJK,Perlis,0,0,0,Tajikistan
33826,8/1/2021,TJK,Pulau Pinang,0,0,0,Tajikistan
33827,8/1/2021,TJK,Sabah,0,0,0,Tajikistan
33828,8/1/2021,TJK,Selangor,2,2,0,Tajikistan
33829,8/1/2021,TKL,Selangor,0,0,0,Tokelau
33830,8/1/2021,TKM,Johor,0,0,0,Turkmenistan
33831,8/1/2021,TKM,Kedah,0,0,0,Turkmenistan
33832,8/1/2021,TKM,Kelantan,0,0,0,Turkmenistan
33833,8/1/2021,TKM,Perlis,0,0,0,Turkmenistan
33834,8/1/2021,TKM,Pulau Pinang,0,0,0,Turkmenistan
33835,8/1/2021,TKM,Sabah,0,0,0,Turkmenistan
33836,8/1/2021,TKM,Sarawak,0,0,0,Turkmenistan
33837,8/1/2021,TKM,Selangor,2,1,1,Turkmenistan
33838,8/1/2021,TLS,Johor,0,0,0,Timor-Leste
33839,8/1/2021,TLS,Kedah,0,0,0,Timor-Leste
33840,8/1/2021,TLS,Perlis,0,0,0,Timor-Leste
33841,8/1/2021,TLS,Pulau Pinang,0,0,0,Timor-Leste
33842,8/1/2021,TLS,Sabah,0,0,0,Timor-Leste
33843,8/1/2021,TLS,Sarawak,0,0,0,Timor-Leste
33844,8/1/2021,TLS,Selangor,1,0,1,Timor-Leste
33845,8/1/2021,TON,Johor,0,0,0,Tonga
33846,8/1/2021,TON,Pulau Pinang,0,0,0,Tonga
33847,8/1/2021,TON,Sarawak,0,0,0,Tonga
33848,8/1/2021,TON,Selangor,0,0,0,Tonga
33849,8/1/2021,TTO,Johor,0,0,0,Trinidad and Tobago
33850,8/1/2021,TTO,Kedah,0,0,0,Trinidad and Tobago
33851,8/1/2021,TTO,Pahang,0,0,0,Trinidad and Tobago
33852,8/1/2021,TTO,Pulau Pinang,0,0,0,Trinidad and Tobago
33853,8/1/2021,TTO,Sabah,0,0,0,Trinidad and Tobago
33854,8/1/2021,TTO,Sarawak,0,0,0,Trinidad and Tobago
33855,8/1/2021,TTO,Selangor,0,0,0,Trinidad and Tobago
33856,8/1/2021,TUN,Johor,0,0,0,Tunisia
33857,8/1/2021,TUN,Kedah,0,0,0,Tunisia
33858,8/1/2021,TUN,Kelantan,0,0,0,Tunisia
33859,8/1/2021,TUN,Melaka,0,0,0,Tunisia
33860,8/1/2021,TUN,Perak,0,0,0,Tunisia
33861,8/1/2021,TUN,Perlis,0,0,0,Tunisia
33862,8/1/2021,TUN,Pulau Pinang,0,0,0,Tunisia
33863,8/1/2021,TUN,Sabah,0,0,0,Tunisia
33864,8/1/2021,TUN,Sarawak,0,0,0,Tunisia
33865,8/1/2021,TUN,Selangor,2,1,1,Tunisia
33866,8/1/2021,TUN,W.P. Labuan,0,0,0,Tunisia
33867,8/1/2021,TUR,Johor,0,0,0,Turkey
33868,8/1/2021,TUR,Kedah,0,0,0,Turkey
33869,8/1/2021,TUR,Kelantan,0,0,0,Turkey
33870,8/1/2021,TUR,Melaka,0,0,0,Turkey
33871,8/1/2021,TUR,Negeri Sembilan,0,0,0,Turkey
33872,8/1/2021,TUR,Pahang,0,0,0,Turkey
33873,8/1/2021,TUR,Perak,0,0,0,Turkey
33874,8/1/2021,TUR,Perlis,0,0,0,Turkey
33875,8/1/2021,TUR,Pulau Pinang,0,0,0,Turkey
33876,8/1/2021,TUR,Sabah,0,0,0,Turkey
33877,8/1/2021,TUR,Sarawak,0,0,0,Turkey
33878,8/1/2021,TUR,Selangor,66,45,21,Turkey
33879,8/1/2021,TUR,W.P. Labuan,0,0,0,Turkey
33880,8/1/2021,TUV,Selangor,0,0,0,Tuvalu
33881,8/1/2021,TWN,Johor,0,0,0,Taiwan
33882,8/1/2021,TWN,Kedah,0,0,0,Taiwan
33883,8/1/2021,TWN,Kelantan,0,0,0,Taiwan
33884,8/1/2021,TWN,Melaka,0,0,0,Taiwan
33885,8/1/2021,TWN,Negeri Sembilan,0,0,0,Taiwan
33886,8/1/2021,TWN,Pahang,0,0,0,Taiwan
33887,8/1/2021,TWN,Perak,0,0,0,Taiwan
33888,8/1/2021,TWN,Perlis,0,0,0,Taiwan
33889,8/1/2021,TWN,Pulau Pinang,8,5,3,Taiwan
33890,8/1/2021,TWN,Sabah,0,0,0,Taiwan
33891,8/1/2021,TWN,Sarawak,1,1,0,Taiwan
